Date,Year,Month,Day_of_Week,Total_Registered,Academic_Status,Semester_Phase,Exam_Pressure,Is_Veg_Special,Is_NonVeg,Menu_Score,Temp_Max,Rain_mm,Target_Breakfast,Target_Lunch,Target_Dinner,Lag_1_Dinner,Lag_7_Dinner,Rolling_Avg_3Day,Cos_Month,Sin_Month
2024-07-02,2024,7,1,600,Semester_Break,Mid,0.0,0,0,0.85,45.1,47.6,18,30,36,47.0,42.0,48.333333333333336,-0.8660254037844388,-0.4999999999999997
2024-07-03,2024,7,2,600,Semester_Break,Mid,0.0,0,0,1.0,42.4,0.0,31,44,52,36.0,48.0,45.0,-0.8660254037844388,-0.4999999999999997
2024-07-04,2024,7,3,600,Semester_Break,Mid,0.0,1,0,1.05,46.7,0.0,30,43,51,52.0,53.0,46.333333333333336,-0.8660254037844388,-0.4999999999999997
2024-07-05,2024,7,4,600,Semester_Break,Mid,0.0,1,1,1.15,45.6,0.0,33,47,56,51.0,59.0,53.0,-0.8660254037844388,-0.4999999999999997
2024-07-06,2024,7,5,600,Semester_Break,Mid,0.0,0,0,1.05,46.3,0.0,19,44,49,56.0,52.0,52.0,-0.8660254037844388,-0.4999999999999997
2024-07-07,2024,7,6,600,Semester_Break,Mid,0.0,1,1,1.2,45.5,0.0,24,54,60,49.0,62.0,55.0,-0.8660254037844388,-0.4999999999999997
2024-07-08,2024,7,0,600,Semester_Break,Mid,0.0,1,1,1.1,43.2,49.7,23,39,47,60.0,47.0,52.0,-0.8660254037844388,-0.4999999999999997
2024-07-09,2024,7,1,600,Semester_Break,Mid,0.0,0,0,0.85,41.5,0.0,24,34,40,47.0,36.0,49.0,-0.8660254037844388,-0.4999999999999997
2024-07-10,2024,7,2,600,Semester_Break,Mid,0.0,0,0,1.0,42.7,18.9,21,35,42,40.0,52.0,43.0,-0.8660254037844388,-0.4999999999999997
2024-07-11,2024,7,3,600,Semester_Break,Mid,0.0,1,0,1.05,42.3,49.1,21,36,43,42.0,51.0,41.666666666666664,-0.8660254037844388,-0.4999999999999997
2024-07-12,2024,7,4,600,Semester_Break,Mid,0.0,1,1,1.15,41.5,0.0,33,46,55,43.0,56.0,46.666666666666664,-0.8660254037844388,-0.4999999999999997
2024-07-13,2024,7,5,600,Semester_Break,Mid,0.0,0,0,1.05,45.1,0.0,20,45,51,55.0,49.0,49.666666666666664,-0.8660254037844388,-0.4999999999999997
2024-07-14,2024,7,6,600,Semester_Break,Mid,0.0,1,1,1.2,44.5,47.6,15,45,50,51.0,60.0,52.0,-0.8660254037844388,-0.4999999999999997
2024-07-15,2024,7,0,600,Semester_Break,Mid,0.0,1,1,1.1,46.1,0.0,32,45,54,50.0,47.0,51.666666666666664,-0.8660254037844388,-0.4999999999999997
2024-07-16,2024,7,1,600,Semester_Break,Mid,0.0,0,0,0.85,44.6,53.0,18,30,36,54.0,40.0,46.666666666666664,-0.8660254037844388,-0.4999999999999997
2024-07-17,2024,7,2,600,Semester_Break,Mid,0.0,0,0,1.0,41.8,47.6,20,34,40,36.0,42.0,43.333333333333336,-0.8660254037844388,-0.4999999999999997
2024-07-18,2024,7,3,600,Semester_Break,Mid,0.0,1,0,1.05,48.9,0.0,31,44,52,40.0,43.0,42.666666666666664,-0.8660254037844388,-0.4999999999999997
2024-07-19,2024,7,4,600,Semester_Break,Mid,0.0,1,1,1.15,43.4,18.7,25,42,50,52.0,55.0,47.333333333333336,-0.8660254037844388,-0.4999999999999997
2024-07-20,2024,7,5,600,Regular,Mid,0.0,0,0,1.05,43.9,0.0,183,412,458,50.0,51.0,186.66666666666666,-0.8660254037844388,-0.4999999999999997
2024-07-21,2024,7,6,600,Regular,Mid,0.0,1,1,1.2,43.7,0.0,212,477,530,458.0,50.0,346.0,-0.8660254037844388,-0.4999999999999997
2024-07-22,2024,7,0,600,Regular,Mid,0.0,1,1,1.1,44.4,0.0,297,420,495,530.0,54.0,494.3333333333333,-0.8660254037844388,-0.4999999999999997
2024-07-23,2024,7,1,600,Regular,Mid,0.0,0,0,0.85,47.3,0.0,224,317,374,495.0,36.0,466.3333333333333,-0.8660254037844388,-0.4999999999999997
2024-07-24,2024,7,2,600,Regular,Mid,0.0,0,0,1.0,41.1,0.0,279,395,465,374.0,40.0,444.6666666666667,-0.8660254037844388,-0.4999999999999997
2024-07-25,2024,7,3,600,Regular,Mid,0.0,1,0,1.05,42.9,0.0,290,411,484,465.0,52.0,441.0,-0.8660254037844388,-0.4999999999999997
2024-07-26,2024,7,4,600,Regular,Mid,0.0,1,1,1.15,42.4,0.0,325,461,543,484.0,50.0,497.3333333333333,-0.8660254037844388,-0.4999999999999997
2024-07-27,2024,7,5,600,Regular,Mid,0.0,0,0,1.05,45.4,0.0,193,435,484,543.0,458.0,503.6666666666667,-0.8660254037844388,-0.4999999999999997
2024-07-28,2024,7,6,600,Regular,Mid,0.0,1,1,1.2,42.1,0.0,216,486,540,484.0,530.0,522.3333333333334,-0.8660254037844388,-0.4999999999999997
2024-07-29,2024,7,0,600,Regular,Mid,0.0,1,1,1.1,47.9,34.7,211,358,422,540.0,495.0,482.0,-0.8660254037844388,-0.4999999999999997
2024-07-30,2024,7,1,600,Regular,Mid,0.0,0,0,0.85,48.8,0.0,234,332,391,422.0,374.0,451.0,-0.8660254037844388,-0.4999999999999997
2024-07-31,2024,7,2,600,Regular,Mid,0.0,0,0,1.0,41.3,0.0,259,367,432,391.0,465.0,415.0,-0.8660254037844388,-0.4999999999999997
2024-08-01,2024,8,3,600,Regular,Start,0.0,1,0,1.05,45.9,30.5,199,339,399,432.0,484.0,407.3333333333333,-0.5000000000000004,-0.8660254037844384
2024-08-02,2024,8,4,600,Regular,Start,0.0,1,1,1.15,45.9,0.0,319,453,533,399.0,543.0,454.6666666666667,-0.5000000000000004,-0.8660254037844384
2024-08-03,2024,8,5,600,Regular,Start,0.0,0,0,1.05,43.1,0.0,196,442,492,533.0,484.0,474.6666666666667,-0.5000000000000004,-0.8660254037844384
2024-08-04,2024,8,6,600,Regular,Start,0.0,1,1,1.2,45.2,0.0,216,486,541,492.0,540.0,522.0,-0.5000000000000004,-0.8660254037844384
2024-08-05,2024,8,0,600,Regular,Start,0.0,1,1,1.1,42.9,20.2,208,354,417,541.0,422.0,483.3333333333333,-0.5000000000000004,-0.8660254037844384
2024-08-06,2024,8,1,600,Regular,Start,0.0,0,0,0.85,45.4,0.0,222,314,370,417.0,391.0,442.6666666666667,-0.5000000000000004,-0.8660254037844384
2024-08-07,2024,8,2,600,Regular,Start,0.0,0,0,1.0,42.4,13.2,220,374,440,370.0,432.0,409.0,-0.5000000000000004,-0.8660254037844384
2024-08-08,2024,8,3,600,Regular,Start,0.0,1,0,1.05,40.4,0.0,288,408,481,440.0,399.0,430.3333333333333,-0.5000000000000004,-0.8660254037844384
2024-08-09,2024,8,4,600,Regular,Start,0.0,1,1,1.15,41.9,8.7,307,436,513,481.0,533.0,478.0,-0.5000000000000004,-0.8660254037844384
2024-08-10,2024,8,5,600,Regular,Start,0.0,0,0,1.05,43.7,29.9,124,374,416,513.0,492.0,470.0,-0.5000000000000004,-0.8660254037844384
2024-08-11,2024,8,6,600,Regular,Start,0.0,1,1,1.2,44.6,16.9,132,396,441,416.0,541.0,456.6666666666667,-0.5000000000000004,-0.8660254037844384
2024-08-12,2024,8,0,600,Regular,Start,0.0,1,1,1.1,43.8,0.0,303,429,505,441.0,417.0,454.0,-0.5000000000000004,-0.8660254037844384
2024-08-13,2024,8,1,600,Flight_Risk,Start,0.0,0,0,0.85,41.3,0.0,152,215,254,505.0,370.0,400.0,-0.5000000000000004,-0.8660254037844384
2024-08-14,2024,8,2,600,Holiday,Start,0.0,0,0,1.0,45.5,0.0,27,38,45,254.0,440.0,268.0,-0.5000000000000004,-0.8660254037844384
2024-08-15,2024,8,3,600,Regular,Start,0.0,1,0,1.05,39.3,28.5,204,347,409,45.0,481.0,236.0,-0.5000000000000004,-0.8660254037844384
2024-08-16,2024,8,4,600,Regular,Start,0.0,1,1,1.15,43.5,0.0,324,459,540,409.0,513.0,331.3333333333333,-0.5000000000000004,-0.8660254037844384
2024-08-17,2024,8,5,600,Regular,Start,0.0,0,0,1.05,40.4,0.0,181,408,454,540.0,416.0,467.6666666666667,-0.5000000000000004,-0.8660254037844384
2024-08-18,2024,8,6,600,Regular,Start,0.0,1,1,1.2,43.4,5.3,206,464,516,454.0,441.0,503.3333333333333,-0.5000000000000004,-0.8660254037844384
2024-08-19,2024,8,0,600,Regular,Start,0.0,1,1,1.1,39.2,0.0,301,426,502,516.0,505.0,490.6666666666667,-0.5000000000000004,-0.8660254037844384
2024-08-20,2024,8,1,600,Regular,Start,0.0,0,0,0.85,42.1,0.0,230,326,384,502.0,254.0,467.3333333333333,-0.5000000000000004,-0.8660254037844384
2024-08-21,2024,8,2,600,Regular,Start,0.0,0,0,1.0,45.5,53.5,187,318,375,384.0,45.0,420.3333333333333,-0.5000000000000004,-0.8660254037844384
2024-08-22,2024,8,3,600,Regular,Start,0.0,1,0,1.05,45.4,0.0,285,404,476,375.0,409.0,411.6666666666667,-0.5000000000000004,-0.8660254037844384
2024-08-23,2024,8,4,600,Regular,Start,0.0,1,1,1.15,43.3,0.0,300,425,501,476.0,540.0,450.6666666666667,-0.5000000000000004,-0.8660254037844384
2024-08-24,2024,8,5,600,Regular,Start,0.0,0,0,1.05,46.2,0.0,182,410,456,501.0,454.0,477.6666666666667,-0.5000000000000004,-0.8660254037844384
2024-08-25,2024,8,6,600,Regular,Start,0.0,1,1,1.2,41.3,0.0,226,509,566,456.0,516.0,507.6666666666667,-0.5000000000000004,-0.8660254037844384
2024-08-26,2024,8,0,600,Regular,Start,0.0,1,1,1.1,42.9,0.0,291,412,485,566.0,502.0,502.3333333333333,-0.5000000000000004,-0.8660254037844384
2024-08-27,2024,8,1,600,Regular,Start,0.0,0,0,0.85,40.8,30.0,155,263,310,485.0,384.0,453.6666666666667,-0.5000000000000004,-0.8660254037844384
2024-08-28,2024,8,2,600,Regular,Start,0.0,0,0,1.0,42.5,0.0,279,395,465,310.0,375.0,420.0,-0.5000000000000004,-0.8660254037844384
2024-08-29,2024,8,3,600,Regular,Start,0.0,1,0,1.05,41.5,0.0,296,419,494,465.0,476.0,423.0,-0.5000000000000004,-0.8660254037844384
2024-08-30,2024,8,4,600,Regular,Start,0.0,1,1,1.15,46.3,0.0,304,431,508,494.0,501.0,489.0,-0.5000000000000004,-0.8660254037844384
2024-08-31,2024,8,5,600,Regular,Start,0.0,0,0,1.05,44.1,0.0,190,427,475,508.0,456.0,492.3333333333333,-0.5000000000000004,-0.8660254037844384
2024-09-01,2024,9,6,600,Regular,Mid,0.0,1,1,1.2,36.5,0.0,221,497,553,475.0,566.0,512.0,-1.8369701987210297e-16,-1.0
2024-09-02,2024,9,0,600,Regular,Mid,0.0,1,1,1.1,38.7,0.0,302,428,504,553.0,485.0,510.6666666666667,-1.8369701987210297e-16,-1.0
2024-09-03,2024,9,1,600,Regular,Mid,0.0,0,0,0.85,40.5,25.4,167,284,335,504.0,310.0,464.0,-1.8369701987210297e-16,-1.0
2024-09-04,2024,9,2,600,Regular,Mid,0.0,0,0,1.0,38.4,59.3,186,316,372,335.0,465.0,403.6666666666667,-1.8369701987210297e-16,-1.0
2024-09-05,2024,9,3,600,Regular,Mid,0.0,1,0,1.05,39.5,0.0,272,385,454,372.0,494.0,387.0,-1.8369701987210297e-16,-1.0
2024-09-06,2024,9,4,600,Regular,Mid,0.0,1,1,1.15,35.5,0.0,297,421,496,454.0,508.0,440.6666666666667,-1.8369701987210297e-16,-1.0
2024-09-07,2024,9,5,600,Regular,Mid,0.0,0,0,1.05,39.1,13.7,144,434,483,496.0,475.0,477.6666666666667,-1.8369701987210297e-16,-1.0
2024-09-08,2024,9,6,600,Regular,Mid,0.0,1,1,1.2,39.7,0.0,210,472,525,483.0,553.0,501.3333333333333,-1.8369701987210297e-16,-1.0
2024-09-09,2024,9,0,600,Regular,Mid,0.0,1,1,1.1,35.3,0.0,282,399,470,525.0,504.0,492.6666666666667,-1.8369701987210297e-16,-1.0
2024-09-10,2024,9,1,600,Regular,Mid,0.0,0,0,0.85,36.9,0.0,218,309,364,470.0,335.0,453.0,-1.8369701987210297e-16,-1.0
2024-09-11,2024,9,2,600,Regular,Mid,0.0,0,0,1.0,34.6,0.0,273,387,456,364.0,372.0,430.0,-1.8369701987210297e-16,-1.0
2024-09-12,2024,9,3,600,Regular,Mid,0.0,1,0,1.05,38.2,24.2,191,325,383,456.0,454.0,401.0,-1.8369701987210297e-16,-1.0
2024-09-13,2024,9,4,600,Regular,Mid,0.0,1,1,1.15,35.8,52.2,223,379,446,383.0,496.0,428.3333333333333,-1.8369701987210297e-16,-1.0
2024-09-14,2024,9,5,600,Regular,Mid,0.0,0,0,1.05,39.2,0.0,192,432,481,446.0,483.0,436.6666666666667,-1.8369701987210297e-16,-1.0
2024-09-15,2024,9,6,600,Regular,Mid,0.0,1,1,1.2,36.4,5.1,224,504,561,481.0,525.0,496.0,-1.8369701987210297e-16,-1.0
2024-09-16,2024,9,0,600,Regular,Mid,0.0,1,1,1.1,38.5,0.0,305,432,509,561.0,470.0,517.0,-1.8369701987210297e-16,-1.0
2024-09-17,2024,9,1,600,Regular,Mid,0.0,0,0,0.85,39.5,34.4,167,284,335,509.0,364.0,468.3333333333333,-1.8369701987210297e-16,-1.0
2024-09-18,2024,9,2,600,Regular,Mid,0.0,0,0,1.0,33.9,0.0,280,396,467,335.0,456.0,437.0,-1.8369701987210297e-16,-1.0
2024-09-19,2024,9,3,600,Regular,Mid,0.0,1,0,1.05,38.7,31.4,191,324,382,467.0,383.0,394.6666666666667,-1.8369701987210297e-16,-1.0
2024-09-20,2024,9,4,600,Regular,Mid,0.0,1,1,1.15,41.3,25.8,221,375,442,382.0,446.0,430.3333333333333,-1.8369701987210297e-16,-1.0
2024-09-21,2024,9,5,600,Regular,Mid,0.0,0,0,1.05,39.2,0.0,180,405,450,442.0,481.0,424.6666666666667,-1.8369701987210297e-16,-1.0
2024-09-22,2024,9,6,600,Regular,Mid,0.0,1,1,1.2,36.2,0.0,226,509,566,450.0,561.0,486.0,-1.8369701987210297e-16,-1.0
2024-09-23,2024,9,0,600,Regular,Mid,0.0,1,1,1.1,40.0,33.0,201,342,403,566.0,509.0,473.0,-1.8369701987210297e-16,-1.0
2024-09-24,2024,9,1,600,Regular,Mid,0.0,0,0,0.85,38.7,0.0,232,328,387,403.0,335.0,452.0,-1.8369701987210297e-16,-1.0
2024-09-25,2024,9,2,600,Regular,Mid,0.0,0,0,1.0,36.1,0.0,273,387,456,387.0,467.0,415.3333333333333,-1.8369701987210297e-16,-1.0
2024-09-26,2024,9,3,600,Regular,Mid,0.0,1,0,1.05,40.5,0.0,279,396,466,456.0,382.0,436.3333333333333,-1.8369701987210297e-16,-1.0
2024-09-27,2024,9,4,600,Regular,Mid,0.0,1,1,1.15,35.9,0.0,298,423,498,466.0,442.0,473.3333333333333,-1.8369701987210297e-16,-1.0
2024-09-28,2024,9,5,600,Regular,Mid,0.0,0,0,1.05,36.9,0.0,183,413,459,498.0,450.0,474.3333333333333,-1.8369701987210297e-16,-1.0
2024-09-29,2024,9,6,600,Regular,Mid,0.0,1,1,1.2,41.5,0.0,212,478,532,459.0,566.0,496.3333333333333,-1.8369701987210297e-16,-1.0
2024-09-30,2024,9,0,600,Flight_Risk,Mid,0.0,1,1,1.1,38.1,50.8,142,242,285,532.0,403.0,425.3333333333333,-1.8369701987210297e-16,-1.0
2024-10-01,2024,10,1,600,Holiday,Mid,0.0,0,0,0.85,33.6,0.0,22,31,37,285.0,387.0,284.6666666666667,0.5000000000000001,-0.8660254037844386
2024-10-02,2024,10,2,600,Regular,Mid,0.0,0,0,1.0,29.2,0.0,263,373,439,37.0,456.0,253.66666666666666,0.5000000000000001,-0.8660254037844386
2024-10-03,2024,10,3,600,Regular,Mid,0.0,1,0,1.05,30.9,0.0,288,408,481,439.0,466.0,319.0,0.5000000000000001,-0.8660254037844386
2024-10-04,2024,10,4,600,Regular,Mid,0.0,1,1,1.15,32.0,0.0,319,452,532,481.0,498.0,484.0,0.5000000000000001,-0.8660254037844386
2024-10-05,2024,10,5,600,Regular,Mid,0.0,0,0,1.05,32.8,0.0,184,414,460,532.0,459.0,491.0,0.5000000000000001,-0.8660254037844386
2024-10-06,2024,10,6,600,Regular,Mid,0.0,1,1,1.2,29.0,0.0,213,480,534,460.0,532.0,508.6666666666667,0.5000000000000001,-0.8660254037844386
2024-10-07,2024,10,0,600,Regular,Mid,0.0,1,1,1.1,28.3,0.0,287,407,479,534.0,285.0,491.0,0.5000000000000001,-0.8660254037844386
2024-10-08,2024,10,1,600,Regular,Mid,0.0,0,0,0.85,31.6,0.0,234,331,390,479.0,37.0,467.6666666666667,0.5000000000000001,-0.8660254037844386
2024-10-09,2024,10,2,600,Regular,Mid,0.0,0,0,1.0,33.9,0.0,271,385,453,390.0,439.0,440.6666666666667,0.5000000000000001,-0.8660254037844386
2024-10-10,2024,10,3,600,Regular,Mid,0.0,1,0,1.05,31.7,0.0,270,382,450,453.0,481.0,431.0,0.5000000000000001,-0.8660254037844386
2024-10-11,2024,10,4,600,Regular,Mid,0.0,1,1,1.15,28.8,0.0,300,425,500,450.0,532.0,467.6666666666667,0.5000000000000001,-0.8660254037844386
2024-10-12,2024,10,5,600,Regular,Mid,0.0,0,0,1.05,26.1,0.0,184,414,460,500.0,460.0,470.0,0.5000000000000001,-0.8660254037844386
2024-10-13,2024,10,6,600,Regular,Mid,0.0,1,1,1.2,27.3,0.0,211,476,529,460.0,534.0,496.3333333333333,0.5000000000000001,-0.8660254037844386
2024-10-14,2024,10,0,600,Regular,Mid,0.0,1,1,1.1,32.7,0.0,289,409,482,529.0,479.0,490.3333333333333,0.5000000000000001,-0.8660254037844386
2024-10-15,2024,10,1,600,Regular,Mid,0.0,0,0,0.85,30.7,0.0,221,313,369,482.0,390.0,460.0,0.5000000000000001,-0.8660254037844386
2024-10-16,2024,10,2,600,Regular,Mid,0.0,0,0,1.0,30.8,0.0,263,373,439,369.0,453.0,430.0,0.5000000000000001,-0.8660254037844386
2024-10-17,2024,10,3,600,Regular,Mid,0.0,1,0,1.05,26.1,0.0,295,419,493,439.0,450.0,433.6666666666667,0.5000000000000001,-0.8660254037844386
2024-10-18,2024,10,4,600,Regular,Mid,0.0,1,1,1.15,28.0,0.0,308,436,514,493.0,500.0,482.0,0.5000000000000001,-0.8660254037844386
2024-10-19,2024,10,5,600,Regular,Mid,0.0,0,0,1.05,28.1,0.0,196,442,492,514.0,460.0,499.6666666666667,0.5000000000000001,-0.8660254037844386
2024-10-20,2024,10,6,600,Regular,Mid,0.0,1,1,1.2,31.9,0.0,211,476,529,492.0,529.0,511.6666666666667,0.5000000000000001,-0.8660254037844386
2024-10-21,2024,10,0,600,Regular,Mid,0.0,1,1,1.1,31.2,0.0,298,423,498,529.0,482.0,506.3333333333333,0.5000000000000001,-0.8660254037844386
2024-10-22,2024,10,1,600,Regular,Mid,0.0,0,0,0.85,33.4,0.0,238,338,398,498.0,369.0,475.0,0.5000000000000001,-0.8660254037844386
2024-10-23,2024,10,2,600,Regular,Mid,0.0,0,0,1.0,26.8,0.0,270,382,450,398.0,439.0,448.6666666666667,0.5000000000000001,-0.8660254037844386
2024-10-24,2024,10,3,600,Regular,Mid,0.0,1,0,1.05,29.0,0.0,278,394,464,450.0,493.0,437.3333333333333,0.5000000000000001,-0.8660254037844386
2024-10-25,2024,10,4,600,Regular,Mid,0.0,1,1,1.15,28.9,0.0,314,445,524,464.0,514.0,479.3333333333333,0.5000000000000001,-0.8660254037844386
2024-10-26,2024,10,5,600,Regular,Mid,0.0,0,0,1.05,30.6,0.0,184,415,462,524.0,492.0,483.3333333333333,0.5000000000000001,-0.8660254037844386
2024-10-27,2024,10,6,600,Regular,Mid,0.0,1,1,1.2,30.7,0.0,208,468,521,462.0,529.0,502.3333333333333,0.5000000000000001,-0.8660254037844386
2024-10-28,2024,10,0,600,Regular,Mid,0.0,1,1,1.1,26.4,0.0,297,421,496,521.0,498.0,493.0,0.5000000000000001,-0.8660254037844386
2024-10-29,2024,10,1,600,Regular,Mid,0.0,0,0,0.85,29.7,0.0,234,331,390,496.0,398.0,469.0,0.5000000000000001,-0.8660254037844386
2024-10-30,2024,10,2,600,Fest,Mid,0.0,0,0,1.0,30.9,0.0,132,110,220,390.0,450.0,368.6666666666667,0.5000000000000001,-0.8660254037844386
2024-10-31,2024,10,3,600,Fest,Mid,0.0,1,0,1.05,27.3,0.0,143,119,239,220.0,464.0,283.0,0.5000000000000001,-0.8660254037844386
2024-11-01,2024,11,4,600,Fest,End,0.0,1,1,1.15,26.3,0.0,155,129,259,239.0,524.0,239.33333333333334,0.8660254037844384,-0.5000000000000004
2024-11-02,2024,11,5,600,Regular,End,0.0,0,0,1.05,23.7,0.0,192,433,482,259.0,462.0,326.6666666666667,0.8660254037844384,-0.5000000000000004
2024-11-03,2024,11,6,600,Regular,End,0.0,1,1,1.2,26.2,0.0,220,495,551,482.0,521.0,430.6666666666667,0.8660254037844384,-0.5000000000000004
2024-11-04,2024,11,0,600,Regular,End,0.0,1,1,1.1,26.0,0.0,301,427,503,551.0,496.0,512.0,0.8660254037844384,-0.5000000000000004
2024-11-05,2024,11,1,600,Regular,End,0.0,0,0,0.85,23.0,0.0,233,330,389,503.0,390.0,481.0,0.8660254037844384,-0.5000000000000004
2024-11-06,2024,11,2,600,Regular,End,0.0,0,0,1.0,19.2,0.0,268,380,448,389.0,220.0,446.6666666666667,0.8660254037844384,-0.5000000000000004
2024-11-07,2024,11,3,600,Regular,End,0.0,1,0,1.05,22.3,0.0,288,408,481,448.0,239.0,439.3333333333333,0.8660254037844384,-0.5000000000000004
2024-11-08,2024,11,4,600,Regular,End,0.0,1,1,1.15,26.4,0.0,296,419,494,481.0,259.0,474.3333333333333,0.8660254037844384,-0.5000000000000004
2024-11-09,2024,11,5,600,Regular,End,0.0,0,0,1.05,18.6,0.0,186,418,465,494.0,482.0,480.0,0.8660254037844384,-0.5000000000000004
2024-11-10,2024,11,6,600,Regular,End,0.0,1,1,1.2,21.1,0.0,224,505,562,465.0,551.0,507.0,0.8660254037844384,-0.5000000000000004
2024-11-11,2024,11,0,600,Regular,End,0.0,1,1,1.1,24.9,0.0,298,423,498,562.0,503.0,508.3333333333333,0.8660254037844384,-0.5000000000000004
2024-11-12,2024,11,1,600,Regular,End,0.0,0,0,0.85,24.4,0.0,235,333,392,498.0,389.0,484.0,0.8660254037844384,-0.5000000000000004
2024-11-13,2024,11,2,600,Regular,End,0.0,0,0,1.0,25.0,0.0,262,372,438,392.0,448.0,442.6666666666667,0.8660254037844384,-0.5000000000000004
2024-11-14,2024,11,3,600,Regular,End,0.0,1,0,1.05,23.7,0.0,291,413,486,438.0,481.0,438.6666666666667,0.8660254037844384,-0.5000000000000004
2024-11-15,2024,11,4,600,Regular,End,0.0,1,1,1.15,21.5,0.0,301,426,502,486.0,494.0,475.3333333333333,0.8660254037844384,-0.5000000000000004
2024-11-16,2024,11,5,600,Regular,End,0.0,0,0,1.05,22.4,0.0,191,430,478,502.0,465.0,488.6666666666667,0.8660254037844384,-0.5000000000000004
2024-11-17,2024,11,6,600,Regular,End,0.0,1,1,1.2,20.2,0.0,218,492,547,478.0,562.0,509.0,0.8660254037844384,-0.5000000000000004
2024-11-18,2024,11,0,600,Regular,End,0.0,1,1,1.1,19.8,0.0,306,433,510,547.0,498.0,511.6666666666667,0.8660254037844384,-0.5000000000000004
2024-11-19,2024,11,1,600,Regular,End,0.0,0,0,0.85,19.8,0.0,239,339,399,510.0,392.0,485.3333333333333,0.8660254037844384,-0.5000000000000004
2024-11-20,2024,11,2,600,Regular,End,0.0,0,0,1.0,25.2,0.0,274,388,457,399.0,438.0,455.3333333333333,0.8660254037844384,-0.5000000000000004
2024-11-21,2024,11,3,600,Regular,End,0.0,1,0,1.05,25.2,0.0,270,383,451,457.0,486.0,435.6666666666667,0.8660254037844384,-0.5000000000000004
2024-11-22,2024,11,4,600,Regular,End,0.0,1,1,1.15,21.2,0.0,321,455,536,451.0,502.0,481.3333333333333,0.8660254037844384,-0.5000000000000004
2024-11-23,2024,11,5,600,Exam,End,1.0,0,0,1.05,24.6,0.0,427,513,570,536.0,478.0,519.0,0.8660254037844384,-0.5000000000000004
2024-11-24,2024,11,6,600,Exam,End,1.0,1,1,1.2,24.6,0.0,450,540,600,570.0,547.0,568.6666666666666,0.8660254037844384,-0.5000000000000004
2024-11-25,2024,11,0,600,Exam,End,1.0,1,1,1.1,19.2,0.0,417,473,557,600.0,510.0,575.6666666666666,0.8660254037844384,-0.5000000000000004
2024-11-26,2024,11,1,600,Exam,End,1.0,0,0,0.85,23.8,0.0,339,385,453,557.0,399.0,536.6666666666666,0.8660254037844384,-0.5000000000000004
2024-11-27,2024,11,2,600,Exam,End,1.0,0,0,1.0,21.0,0.0,375,425,501,453.0,457.0,503.6666666666667,0.8660254037844384,-0.5000000000000004
2024-11-28,2024,11,3,600,Exam,End,1.0,1,0,1.05,21.9,0.0,408,462,544,501.0,451.0,499.3333333333333,0.8660254037844384,-0.5000000000000004
2024-11-29,2024,11,4,600,Exam,End,1.0,1,1,1.15,18.9,0.0,435,493,581,544.0,536.0,542.0,0.8660254037844384,-0.5000000000000004
2024-11-30,2024,11,5,600,Exam,End,1.0,0,0,1.05,21.4,0.0,414,496,552,581.0,570.0,559.0,0.8660254037844384,-0.5000000000000004
2024-12-01,2024,12,6,600,Exam,End,1.0,1,1,1.2,18.3,0.0,444,533,593,552.0,600.0,575.3333333333334,1.0,-2.4492935982947064e-16
2024-12-02,2024,12,0,600,Exam,End,1.0,1,1,1.1,14.5,0.0,439,498,586,593.0,557.0,577.0,1.0,-2.4492935982947064e-16
2024-12-03,2024,12,1,600,Exam,End,1.0,0,0,0.85,17.9,0.0,338,383,451,586.0,453.0,543.3333333333334,1.0,-2.4492935982947064e-16
2024-12-04,2024,12,2,600,Semester_Break,End,0.0,0,0,1.0,18.0,0.0,28,39,47,451.0,501.0,361.3333333333333,1.0,-2.4492935982947064e-16
2024-12-05,2024,12,3,600,Semester_Break,End,0.0,1,0,1.05,19.1,0.0,32,45,54,47.0,544.0,184.0,1.0,-2.4492935982947064e-16
2024-12-06,2024,12,4,600,Semester_Break,End,0.0,1,1,1.15,14.0,0.0,35,50,59,54.0,581.0,53.333333333333336,1.0,-2.4492935982947064e-16
2024-12-07,2024,12,5,600,Semester_Break,End,0.0,0,0,1.05,20.6,0.0,20,46,52,59.0,552.0,55.0,1.0,-2.4492935982947064e-16
2024-12-08,2024,12,6,600,Semester_Break,End,0.0,1,1,1.2,13.2,0.0,24,54,60,52.0,593.0,57.0,1.0,-2.4492935982947064e-16
2024-12-09,2024,12,0,600,Semester_Break,End,0.0,1,1,1.1,16.5,0.0,33,47,56,60.0,586.0,56.0,1.0,-2.4492935982947064e-16
2024-12-10,2024,12,1,600,Semester_Break,End,0.0,0,0,0.85,17.1,0.0,26,37,44,56.0,451.0,53.333333333333336,1.0,-2.4492935982947064e-16
2024-12-11,2024,12,2,600,Semester_Break,End,0.0,0,0,1.0,17.0,0.0,30,43,51,44.0,47.0,50.333333333333336,1.0,-2.4492935982947064e-16
2024-12-12,2024,12,3,600,Semester_Break,End,0.0,1,0,1.05,13.7,0.0,30,43,51,51.0,54.0,48.666666666666664,1.0,-2.4492935982947064e-16
2024-12-13,2024,12,4,600,Semester_Break,End,0.0,1,1,1.15,15.4,0.0,33,46,55,51.0,59.0,52.333333333333336,1.0,-2.4492935982947064e-16
